,city_name,continent,country,country_code,display_name,elevation,iata,icao,latitude,longitude,name,routes,timezone
AHJ,Hongyuan,AS,China,CN,"Hongyuan (AHJ), China",11599.0,AHJ,,32.527401,102.357396,Hongyuan Airport,"[{'carriers': [{'iata': 'CA', 'name': 'Air China'}], 'iata': 'LXA', 'km': 1150, 'min': 140}, {'carriers': [{'iata': 'CA', 'name': 'Air China'}], 'iata': 'TFU', 'km': 315, 'min': 65}]",Asia/Shanghai
AIP,Adampur,AS,India,IN,"Adampur (AIP), India",811.0,AIP,VIAX,31.433056,75.760556,Adampur Airport,[],Asia/Kolkata
AJF,Jouf,AS,Saudi Arabia,SA,"Jouf (AJF), Saudi Arabia",2261.0,AJF,OESK,29.788668,40.101486,Jouf,"[{'carriers': [{'iata': 'SV', 'name': 'Saudia'}, {'iata': 'XY', 'name': 'Flynas'}], 'iata': 'RUH', 'km': 843, 'min': 100}, {'carriers': [{'iata': 'SV', 'name': 'Saudia'}], 'iata': 'JED', 'km': 904, 'min': 115}, {'carriers': [{'iata': 'G9', 'name': 'Air Arabia'}], 'iata': 'SHJ', 'km': 1599, 'min': 140}, {'carriers': [{'iata': 'FZ', 'name': 'flydubai'}], 'iata': 'DXB', 'km': 1587, 'min': 165}]",Asia/Riyadh
AJI,Agri,AS,Turkiye,TR,"Agri (AJI), Turkiye",5462.0,AJI,LTCO,39.65,43.025,Agri,"[{'carriers': [{'iata': 'VF', 'name': 'FlyViking'}], 'iata': 'ESB', 'km': 859, 'min': 105}, {'carriers': [{'iata': 'TK', 'name': 'Turkish Airlines'}], 'iata': 'IST', 'km': 1223, 'min': 150}, {'carriers': [{'iata': 'VF', 'name': 'FlyViking'}], 'iata': 'SAW', 'km': 1173, 'min': 140}]",Europe/Istanbul
AJK,Arak,AS,Iran,IR,"Arak (AJK), Iran",5456.0,AJK,OIHR,34.134875,49.842483,Arak Airport,"[{'carriers': [{'iata': 'B9', 'name': 'Iran Airtour'}], 'iata': 'MHD', 'km': 921, 'min': 105}]",Asia/Tehran
AJL,Aizawl,AS,India,IN,"Aizawl (AJL), India",1000.0,AJL,VELP,23.838986,92.624815,Aizawl,"[{'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'CCU', 'km': 447, 'min': 60}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}, {'iata': '9I', 'name': 'Air India'}], 'iata': 'GAU', 'km': 271, 'min': 55}, {'carriers': [{'iata': '9I', 'name': 'Air India'}], 'iata': 'IMF', 'km': 164, 'min': 45}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'DEL', 'km': 1635, 'min': 160}, {'carriers': [{'iata': '9I', 'name': 'Air India'}], 'iata': 'SHL', 'km': 216, 'min': 60}]",Asia/Kolkata
AKA,Ankang,AS,China,CN,"Ankang (AKA), China",860.0,AKA,,32.7091,108.936,Ankang Airport,"[{'carriers': [{'iata': 'CZ', 'name': 'China Southern Airlines'}], 'iata': 'CAN', 'km': 1118, 'min': 125}, {'carriers': [{'iata': 'JD', 'name': 'Beijing Capital Airlines'}], 'iata': 'HGH', 'km': 1125, 'min': 110}, {'carriers': [{'iata': 'KN', 'name': 'China United Airlines'}], 'iata': 'PKX', 'km': 1010, 'min': 115}, {'carriers': [{'iata': 'MU', 'name': 'China Eastern Airlines'}], 'iata': 'PVG', 'km': 1228, 'min': 130}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'WUH', 'km': 544, 'min': 80}, {'carriers': [{'iata': '9C', 'name': 'Spring Airlines'}], 'iata': 'CZX', 'km': 1024, 'min': 120}, {'carriers': [{'iata': '9C', 'name': 'Spring Airlines'}], 'iata': 'LHW', 'km': 644, 'min': 95}, {'carriers': [{'iata': 'CZ', 'name': 'China Southern Airlines'}], 'iata': 'SZX', 'km': 1214, 'min': 140}]",Asia/Shanghai
AKJ,Asahikawa,AS,Japan,JP,"Asahikawa (AKJ), Japan",690.0,AKJ,RJEC,43.671091,142.454546,Asahikawa,"[{'carriers': [{'iata': 'JL', 'name': 'JAL'}, {'iata': 'NH', 'name': 'ANA'}], 'iata': 'HND', 'km': 929, 'min': 105}, {'carriers': [{'iata': 'NH', 'name': 'ANA'}], 'iata': 'NGO', 'km': 1092, 'min': 120}, {'carriers': [{'iata': 'JL', 'name': 'JAL'}], 'iata': 'ITM', 'km': 1155, 'min': 120}, {'carriers': [{'iata': 'GK', 'name': 'Jetstar Japan'}], 'iata': 'NRT', 'km': 894, 'min': 108}, {'carriers': [{'iata': 'OZ', 'name': 'Asiana Airlines'}], 'iata': 'ICN', 'km': 1517, 'min': 180}, {'carriers': [{'iata': 'IT', 'name': 'Tigerair Taiwan'}], 'iata': 'TPE', 'km': 2823, 'min': 280}]",Asia/Tokyo
AKU,Aksu,AS,China,CN,"Aksu (AKU), China",3816.0,AKU,ZWAK,41.259984,80.292618,Aksu Airport,"[{'carriers': [{'iata': 'CA', 'name': 'Air China'}, {'iata': 'CZ', 'name': 'China Southern Airlines'}, {'iata': 'GS', 'name': 'Tianjin Airlines'}, {'iata': 'SC', 'name': 'Shandong Airlines'}], 'iata': 'URC', 'km': 658, 'min': 80}, {'carriers': [{'iata': 'CA', 'name': 'Air China'}, {'iata': 'EU', 'name': 'Chengdu Airlines'}, {'iata': '3U', 'name': 'Sichuan Airlines'}], 'iata': 'TFU', 'km': 2485, 'min': 240}, {'carriers': [{'iata': 'PN', 'name': 'West Air (China)'}, {'iata': 'GJ', 'name': 'Loong Air'}, {'iata': 'UQ', 'name': 'Urumqi Airlines'}], 'iata': 'CGO', 'km': 3023, 'min': 258}, {'carriers': [{'iata': 'G5', 'name': 'Gestair'}, {'iata': 'EU', 'name': 'Chengdu Airlines'}], 'iata': 'YIN', 'km': 310, 'min': 65}, {'carriers': [{'iata': 'CA', 'name': 'Air China'}, {'iata': '9C', 'name': 'Spring Airlines'}], 'iata': 'LHW', 'km': 2084, 'min': 205}, {'carriers': [{'iata': 'G5', 'name': 'Gestair'}], 'iata': 'KCA', 'km': 230, 'min': 45}, {'carriers': [{'iata': 'CA', 'name': 'Air China'}, {'iata': 'G5', 'name': 'Gestair'}, {'iata': 'OQ', 'name': 'Chongqing Airlines'}], 'iata': 'CKG', 'km': 2696, 'min': 253}, {'carriers': [{'iata': 'SC', 'name': 'Shandong Airlines'}, {'iata': 'MU', 'name': 'China Eastern Airlines'}], 'iata': 'XIY', 'km': 2604, 'min': 205}, {'carriers': [{'iata': 'G5', 'name': 'Gestair'}, {'iata': 'EU', 'name': 'Chengdu Airlines'}], 'iata': 'BPL', 'km': 435, 'min': 70}, {'carriers': [{'iata': 'G5', 'name': 'Gestair'}], 'iata': 'KRY', 'km': 610, 'min': 100}, {'carriers': [{'iata': 'G5', 'name': 'Gestair'}, {'iata': 'CA', 'name': 'Air China'}], 'iata': 'TWC', 'km': 176, 'min': 50}, {'carriers': [{'iata': 'GJ', 'name': 'Loong Air'}], 'iata': 'INC', 'km': 2250, 'min': 210}, {'carriers': [{'iata': 'G5', 'name': 'Gestair'}], 'iata': 'QSZ', 'km': 434, 'min': 50}, {'carriers': [{'iata': 'G5', 'name': 'Gestair'}], 'iata': 'KHG', 'km': 410, 'min': 60}, {'carriers': [{'iata': 'G5', 'name': 'Gestair'}], 'iata': 'ACF', 'km': 122, 'min': 40}, {'carriers': [{'iata': 'EU', 'name': 'Chengdu Airlines'}], 'iata': 'TLQ', 'km': 751, 'min': 90}, {'carriers': [{'iata': 'EU', 'name': 'Chengdu Airlines'}], 'iata': 'FYN', 'km': 962, 'min': 100}, {'carriers': [{'iata': 'OQ', 'name': 'Chongqing Airlines'}], 'iata': 'JJN', 'km': 3972, 'min': 330}, {'carriers': [{'iata': 'G5', 'name': 'Gestair'}], 'iata': 'KRL', 'km': 490, 'min': 70}, {'carriers': [{'iata': 'CA', 'name': 'Air China'}], 'iata': 'PEK', 'km': 3049, 'min': 263}, {'carriers': [{'iata': 'GJ', 'name': 'Loong Air'}], 'iata': 'WUH', 'km': 3246, 'min': 280}]",Asia/Shanghai
AKX,Aktobe,AS,Kazakhstan,KZ,"Aktobe (AKX), Kazakhstan",738.0,AKX,UATT,50.249336,57.211403,Aktyubinsk,"[{'carriers': [{'iata': 'DV', 'name': 'SCAT Airlines'}, {'iata': 'KC', 'name': 'Air Astana'}, {'iata': 'IQ', 'name': 'Qazaq Air'}], 'iata': 'NQZ', 'km': 1010, 'min': 105}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}, {'iata': 'DV', 'name': 'SCAT Airlines'}], 'iata': 'ALA', 'km': 1689, 'min': 160}, {'carriers': [{'iata': 'IQ', 'name': 'Qazaq Air'}, {'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'GUW', 'km': 526, 'min': 70}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'SCO', 'km': 848, 'min': 95}, {'carriers': [{'iata': 'IQ', 'name': 'Qazaq Air'}], 'iata': 'HSA', 'km': 1157, 'min': 150}, {'carriers': [{'iata': 'DV', 'name': 'SCAT Airlines'}], 'iata': 'IST', 'km': 2410, 'min': 258}]",Asia/Aqtobe
AKY,Sittwe,AS,Myanmar,MM,"Sittwe (AKY), Myanmar",27.0,AKY,VYSW,20.130278,92.880278,Sittwe,"[{'carriers': [{'iata': '7Y', 'name': 'Mann Yadanarpon Airlines'}, {'iata': 'K7', 'name': 'Air KBZ'}, {'iata': 'UB', 'name': 'Myanmar National Airlines'}, {'iata': '8M', 'name': 'Myanmar Airways International'}], 'iata': 'RGN', 'km': 495, 'min': 80}, {'carriers': [{'iata': 'UB', 'name': 'Myanmar National Airlines'}], 'iata': 'MDL', 'km': 366, 'min': 60}, {'carriers': [{'iata': 'UB', 'name': 'Myanmar National Airlines'}], 'iata': 'VBA', 'km': 126, 'min': 30}]",Asia/Yangon
ALA,Almaty,AS,Kazakhstan,KZ,"Almaty (ALA), Kazakhstan",2234.0,ALA,UAAA,43.35136,77.037091,Almaty International Airport,"[{'carriers': [{'iata': 'DV', 'name': 'SCAT Airlines'}, {'iata': 'KC', 'name': 'Air Astana'}, {'iata': 'LH', 'name': 'Lufthansa'}, {'iata': 'IQ', 'name': 'Qazaq Air'}, {'iata': 'NO', 'name': 'Neos'}], 'iata': 'NQZ', 'km': 951, 'min': 105}, {'carriers': [{'iata': 'DV', 'name': 'SCAT Airlines'}, {'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'CIT', 'km': 626, 'min': 90}, {'carriers': [{'iata': 'DV', 'name': 'SCAT Airlines'}, {'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'SCO', 'km': 2087, 'min': 200}, {'carriers': [{'iata': 'HY', 'name': 'Uzbekistan Airways'}, {'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'TAS', 'km': 680, 'min': 100}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}, {'iata': 'DV', 'name': 'SCAT Airlines'}], 'iata': 'GUW', 'km': 2013, 'min': 190}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}, {'iata': 'TK', 'name': 'Turkish Airlines'}, {'iata': 'DV', 'name': 'SCAT Airlines'}], 'iata': 'IST', 'km': 3932, 'min': 380}, {'carriers': [{'iata': 'FZ', 'name': 'flydubai'}, {'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'DXB', 'km': 2813, 'min': 293}, {'carriers': [{'iata': 'DV', 'name': 'SCAT Airlines'}, {'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'UKK', 'km': 851, 'min': 90}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}, {'iata': 'DV', 'name': 'SCAT Airlines'}], 'iata': 'AKX', 'km': 1689, 'min': 165}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}, {'iata': '6E', 'name': 'IndiGo'}], 'iata': 'DEL', 'km': 1641, 'min': 205}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'KGF', 'km': 758, 'min': 90}, {'carriers': [{'iata': 'CZ', 'name': 'China Southern Airlines'}, {'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'URC', 'km': 844, 'min': 100}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}, {'iata': 'OZ', 'name': 'Asiana Airlines'}], 'iata': 'ICN', 'km': 4182, 'min': 340}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'PWQ', 'km': 983, 'min': 105}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'URA', 'km': 2102, 'min': 198}, {'carriers': [{'iata': 'QR', 'name': 'Qatar Airways'}], 'iata': 'DOH', 'km': 3060, 'min': 295}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'KZO', 'km': 928, 'min': 105}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}, {'iata': 'PC', 'name': 'Pegasus'}], 'iata': 'AYT', 'km': 3953, 'min': 360}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}, {'iata': 'YK', 'name': 'Avia Traffic Company'}], 'iata': 'FRU', 'km': 211, 'min': 50}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'PLX', 'km': 815, 'min': 95}, {'carriers': [{'iata': '5W', 'name': 'Intercontinental Airways (Gambia)'}], 'iata': 'AUH', 'km': 2930, 'min': 290}, {'carriers': [{'iata': 'DV', 'name': 'SCAT Airlines'}], 'iata': 'DMB', 'km': 469, 'min': 60}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}, {'iata': 'SZ', 'name': 'Air Southwest'}], 'iata': 'DYU', 'km': 873, 'min': 110}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}, {'iata': 'J2', 'name': 'AZAL Azerbaijan Airlines'}], 'iata': 'GYD', 'km': 2251, 'min': 225}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'KSN', 'km': 1479, 'min': 145}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'PEK', 'km': 3280, 'min': 280}, {'carriers': [{'iata': 'G9', 'name': 'Air Arabia'}], 'iata': 'SHJ', 'km': 2797, 'min': 270}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'TBS', 'km': 2626, 'min': 250}, {'carriers': [{'iata': 'CZ', 'name': 'China Southern Airlines'}], 'iata': 'PKX', 'km': 3287, 'min': 290}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'HKT', 'km': 4421, 'min': 420}, {'carriers': [{'iata': 'DV', 'name': 'SCAT Airlines'}], 'iata': 'PPK', 'km': 1391, 'min': 130}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'HSA', 'km': 688, 'min': 90}, {'carriers': [{'iata': 'J9', 'name': 'Jazeera Airways'}], 'iata': 'KWI', 'km': 3020, 'min': 295}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'BUS', 'km': 2898, 'min': 270}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'BKK', 'km': 3993, 'min': 398}, {'carriers': [{'iata': 'GJ', 'name': 'Loong Air'}], 'iata': 'HGH', 'km': 4083, 'min': 335}, {'carriers': [{'iata': 'D7', 'name': 'AirAsia X'}], 'iata': 'KUL', 'km': 5118, 'min': 485}, {'carriers': [{'iata': 'PC', 'name': 'Pegasus'}], 'iata': 'SAW', 'km': 3901, 'min': 370}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'MLE', 'km': 4352, 'min': 400}, {'carriers': [{'iata': 'MR', 'name': 'Hunnu Air'}], 'iata': 'UBN', 'km': 2360, 'min': 220}, {'carriers': [{'iata': 'PC', 'name': 'Pegasus'}, {'iata': 'VF', 'name': 'FlyViking'}], 'iata': 'ESB', 'km': 3639, 'min': 340}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}, {'iata': 'XY', 'name': 'Flynas'}], 'iata': 'JED', 'km': 4240, 'min': 400}, {'carriers': [{'iata': 'DV', 'name': 'SCAT Airlines'}], 'iata': 'DZN', 'km': 871, 'min': 90}, {'carriers': [{'iata': 'IQ', 'name': 'Qazaq Air'}], 'iata': 'KOV', 'km': 1238, 'min': 140}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'KUT', 'km': 2811, 'min': 265}, {'carriers': [{'iata': 'CZ', 'name': 'China Southern Airlines'}], 'iata': 'XIY', 'km': 2903, 'min': 290}, {'carriers': [{'iata': 'HY', 'name': 'Uzbekistan Airways'}], 'iata': 'NCU', 'km': 1421, 'min': 150}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'BJV', 'km': 4189, 'min': 360}, {'carriers': [{'iata': 'OV', 'name': 'Salam Air'}], 'iata': 'MCT', 'km': 2785, 'min': 285}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'MED', 'km': 3984, 'min': 370}, {'carriers': [{'iata': 'SM', 'name': 'Air Cairo'}], 'iata': 'DBB', 'km': 4461, 'min': 410}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}], 'iata': 'PQC', 'km': 4507, 'min': 450}]",Asia/Almaty
ALP,Aleppo,AS,Syrian Arab Republic,SY,"Aleppo (ALP), Syrian Arab Republic",1276.0,ALP,OSAP,36.185351,37.227073,Aleppo International,"[{'carriers': [], 'iata': 'SHJ', 'km': 2119, 'min': 255}, {'carriers': [], 'iata': 'EVN', 'km': 766, 'min': 170}]",Asia/Damascus
AMD,Ahmedabad,AS,India,IN,"Ahmedabad (AMD), India",180.0,AMD,VAAH,23.066389,72.624167,Ahmedabad Airport,"[{'carriers': [{'iata': '6E', 'name': 'IndiGo'}, {'iata': 'AI', 'name': 'Air India'}, {'iata': 'SG', 'name': 'SpiceJet'}, {'iata': 'UK', 'name': 'Vistara'}], 'iata': 'DEL', 'km': 755, 'min': 100}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}, {'iata': 'AI', 'name': 'Air India'}, {'iata': 'SG', 'name': 'SpiceJet'}, {'iata': 'UK', 'name': 'Vistara'}], 'iata': 'BOM', 'km': 440, 'min': 85}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}, {'iata': 'UK', 'name': 'Vistara'}], 'iata': 'BLR', 'km': 1217, 'min': 140}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'PNQ', 'km': 514, 'min': 90}, {'carriers': [{'iata': 'EY', 'name': 'Etihad Airways'}, {'iata': '3L', 'name': 'Air Arabia Abu Dhabi'}, {'iata': '6E', 'name': 'IndiGo'}], 'iata': 'AUH', 'km': 1837, 'min': 185}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}, {'iata': 'SG', 'name': 'SpiceJet'}], 'iata': 'JAI', 'km': 525, 'min': 95}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'CCU', 'km': 1623, 'min': 145}, {'carriers': [{'iata': 'EK', 'name': 'Emirates'}, {'iata': 'FZ', 'name': 'flydubai'}, {'iata': 'SG', 'name': 'SpiceJet'}, {'iata': '6E', 'name': 'IndiGo'}], 'iata': 'DXB', 'km': 1769, 'min': 190}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'HYD', 'km': 885, 'min': 103}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'IDR', 'km': 328, 'min': 70}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}, {'iata': 'UK', 'name': 'Vistara'}], 'iata': 'GOI', 'km': 859, 'min': 95}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}, {'iata': 'SG', 'name': 'SpiceJet'}], 'iata': 'MAA', 'km': 1371, 'min': 140}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'IXC', 'km': 939, 'min': 105}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'LKO', 'km': 929, 'min': 105}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'BHO', 'km': 483, 'min': 90}, {'carriers': [{'iata': 'SG', 'name': 'SpiceJet'}, {'iata': '6E', 'name': 'IndiGo'}], 'iata': 'VNS', 'km': 1071, 'min': 110}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'NAG', 'km': 698, 'min': 125}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'JDH', 'km': 356, 'min': 80}, {'carriers': [{'iata': 'J9', 'name': 'Jazeera Airways'}, {'iata': 'KU', 'name': 'Kuwait Airways'}, {'iata': '6E', 'name': 'IndiGo'}], 'iata': 'KWI', 'km': 2552, 'min': 245}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'ATQ', 'km': 981, 'min': 115}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'BBI', 'km': 1400, 'min': 135}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'JED', 'km': 3443, 'min': 320}, {'carriers': [{'iata': 'MH', 'name': 'Malaysia Airlines'}, {'iata': 'AK', 'name': 'AirAsia'}], 'iata': 'KUL', 'km': 3859, 'min': 335}, {'carriers': [{'iata': 'FD', 'name': 'Thai AirAsia'}, {'iata': 'SL', 'name': 'Thai Lion Air'}], 'iata': 'DMK', 'km': 3117, 'min': 260}, {'carriers': [{'iata': 'S5', 'name': 'Shuttle America'}], 'iata': 'BHJ', 'km': 303, 'min': 63}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'DED', 'km': 966, 'min': 100}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'PAT', 'km': 1295, 'min': 130}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'IXU', 'km': 456, 'min': 105}, {'carriers': [{'iata': 'VJ', 'name': 'VietJet Air'}], 'iata': 'SGN', 'km': 3858, 'min': 310}, {'carriers': [{'iata': 'TG', 'name': 'Thai Airways International'}], 'iata': 'BKK', 'km': 3141, 'min': 265}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'COK', 'km': 1483, 'min': 145}, {'carriers': [{'iata': 'QR', 'name': 'Qatar Airways'}], 'iata': 'DOH', 'km': 2146, 'min': 210}, {'carriers': [{'iata': 'G9', 'name': 'Air Arabia'}], 'iata': 'SHJ', 'km': 1754, 'min': 170}, {'carriers': [{'iata': 'SQ', 'name': 'Singapore Airlines'}], 'iata': 'SIN', 'km': 4152, 'min': 350}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'DIU', 'km': 314, 'min': 80}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'SXR', 'km': 1229, 'min': 130}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'ISK', 'km': 352, 'min': 80}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}, {'iata': 'SG', 'name': 'SpiceJet'}], 'iata': 'GOX', 'km': 822, 'min': 100}, {'carriers': [{'iata': '9I', 'name': 'Air India'}], 'iata': 'UDR', 'km': 215, 'min': 55}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'IXR', 'km': 1299, 'min': 130}, {'carriers': [{'iata': 'SG', 'name': 'SpiceJet'}], 'iata': 'IXB', 'km': 1635, 'min': 155}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'IXJ', 'km': 1087, 'min': 125}, {'carriers': [{'iata': 'VJ', 'name': 'VietJet Air'}], 'iata': 'HAN', 'km': 3421, 'min': 255}, {'carriers': [{'iata': 'S5', 'name': 'Shuttle America'}], 'iata': 'NDC', 'km': 649, 'min': 95}, {'carriers': [{'iata': '6E', 'name': 'IndiGo'}], 'iata': 'RPR', 'km': 963, 'min': 105}, {'carriers': [{'iata': 'S5', 'name': 'Shuttle America'}], 'iata': 'IXG', 'km': 824, 'min': 105}, {'carriers': [{'iata': 'IA', 'name': 'Iraqi Airways'}], 'iata': 'NJF', 'km': 2947, 'min': 270}, {'carriers': [], 'iata': 'GWL', 'km': 670, 'min': 105}]",Asia/Kolkata
