Origin,Origin Country,Destination,Destination Country,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude
SXV,India,HYD,India,11.783128,78.065217,17.233702,78.430427
SYJ,Iran,THR,Iran,29.551414,55.665193,35.691534,51.321868
SYM,China,CKG,China,22.796569,100.96222,29.7192,106.641998
SYM,China,TFU,China,22.796569,100.96222,30.314195,104.44186
SYM,China,KMG,China,22.796569,100.96222,25.101944,102.929167
SYO,Japan,HND,Japan,38.809444,139.790556,35.553476,139.781206
SYX,China,CAN,China,18.305276,109.40888,23.387862,113.29734
SYX,China,CSX,China,18.305276,109.40888,28.193336,113.214592
SYX,China,TFU,China,18.305276,109.40888,30.314195,104.44186
SYX,China,PVG,China,18.305276,109.40888,31.143333,121.805278
SYX,China,PEK,China,18.305276,109.40888,40.078538,116.587095
SYX,China,CKG,China,18.305276,109.40888,29.7192,106.641998
SYX,China,XIY,China,18.305276,109.40888,34.438416,108.760946
SYX,China,KWE,China,18.305276,109.40888,26.544217,106.79598
SYX,China,HGH,China,18.305276,109.40888,30.236934,120.432356
SYX,China,WUH,China,18.305276,109.40888,30.776789,114.217577
SYX,China,SZX,China,18.305276,109.40888,22.639444,113.810833
SYX,China,PKX,China,18.305276,109.40888,39.508611,116.410833
SYX,China,CGO,China,18.305276,109.40888,34.527519,113.840242
SYX,China,NKG,China,18.305276,109.40888,31.735737,118.86652
SYX,China,SHA,China,18.305276,109.40888,31.19779,121.333473
SYX,China,KMG,China,18.305276,109.40888,25.101944,102.929167
SYX,China,CTU,China,18.305276,109.40888,30.581134,103.956799
SYX,China,NNG,China,18.305276,109.40888,22.61321,108.167501
SYX,China,SJW,China,18.305276,109.40888,38.281868,114.692106
SYX,China,TNA,China,18.305276,109.40888,36.857689,117.206881
SYX,China,HRB,China,18.305276,109.40888,45.620854,126.23644
SYX,China,TYN,China,18.305276,109.40888,37.754996,112.62585
SYX,China,SHE,China,18.305276,109.40888,41.634992,123.485731
SYX,China,TSN,China,18.305276,109.40888,39.128273,117.355906
SYX,China,WNZ,China,18.305276,109.40888,27.91566,120.847381
SYX,China,WUX,China,18.305276,109.40888,31.492889,120.424374
SYX,China,FOC,China,18.305276,109.40888,25.931231,119.66923
SYX,China,HFE,China,18.305276,109.40888,31.992778,116.973333
SYX,China,KHN,China,18.305276,109.40888,28.859902,115.907845
SYX,China,XMN,China,18.305276,109.40888,24.543064,118.134178
SYX,China,HKG,Hong Kong SAR,18.305276,109.40888,22.315248,113.93649
SYX,China,WMT,China,18.305276,109.40888,27.96222,106.435
SYX,China,YCU,China,18.305276,109.40888,35.114987,111.037051
SYX,China,ZUH,China,18.305276,109.40888,22.011788,113.370601
SYX,China,NTG,China,18.305276,109.40888,32.072921,120.975605
SYX,China,BAR,China,18.305276,109.40888,19.139421,110.456806
SYX,China,JJN,China,18.305276,109.40888,24.802809,118.587293
SYX,China,URC,China,18.305276,109.40888,43.90126,87.475148
SYX,China,FUG,China,18.305276,109.40888,32.866667,115.7
SYX,China,LZO,China,18.305276,109.40888,29.030556,105.46889
SYX,China,YIC,China,18.305276,109.40888,27.803333,114.308056
SYX,China,YIH,China,18.305276,109.40888,30.549934,111.478938
SYX,China,YTY,China,18.305276,109.40888,32.563057,119.720278
SYX,China,ZHA,China,18.305276,109.40888,21.214727,110.362715
SYX,China,ZYI,China,18.305276,109.40888,27.589673,106.999823
SYX,China,CZX,China,18.305276,109.40888,31.914116,119.779762
SYX,China,HDG,China,18.305276,109.40888,36.525833,114.425
SYX,China,DZH,China,18.305276,109.40888,31.048611,107.435556
SYX,China,JGS,China,18.305276,109.40888,26.856899,114.737
SYX,China,SIN,Singapore,18.305276,109.40888,1.361173,103.990201
SYX,China,CGQ,China,18.305276,109.40888,43.99611,125.68528
SYX,China,HJJ,China,18.305276,109.40888,27.441389,109.699722
SYX,China,MIG,China,18.305276,109.40888,31.427633,104.747139
SYX,China,NGB,China,18.305276,109.40888,29.826696,121.462002
SYX,China,SWA,China,18.305276,109.40888,23.54944,116.510277
SYX,China,DLC,China,18.305276,109.40888,38.96102,121.539991
SYX,China,ENY,China,18.305276,109.40888,36.479722,109.463889
SYX,China,JNG,China,18.305276,109.40888,35.646944,116.742222
SYX,China,SHS,China,18.305276,109.40888,30.321995,112.2781
SYX,China,WHA,China,18.305276,109.40888,31.097724,118.65323
SYX,China,LYA,China,18.305276,109.40888,34.736361,112.385406
SYX,China,LYI,China,18.305276,109.40888,35.047477,118.407068
SYX,China,YNT,China,18.305276,109.40888,37.657222,120.987222
SYX,China,JUZ,China,18.305276,109.40888,28.966667,118.833333
SYX,China,NNY,China,18.305276,109.40888,32.9837,112.613056
SYX,China,XUZ,China,18.305276,109.40888,34.055033,117.554758
SYX,China,YYA,China,18.305276,109.40888,29.312778,113.281667
SYX,China,KOW,China,18.305276,109.40888,25.849628,114.777786
SYX,China,HNY,China,18.305276,109.40888,26.723889,112.618333
SYX,China,KWL,China,18.305276,109.40888,25.217585,110.046839
SYX,China,YBP,China,18.305276,109.40888,28.801665,104.551835
SYX,China,ICN,Republic of Korea,18.305276,109.40888,37.458764,126.441961
SYX,China,PNH,Cambodia,18.305276,109.40888,11.552193,104.846174
SYX,China,PUS,Republic of Korea,18.305276,109.40888,35.179319,128.948728
SYZ,Iran,THR,Iran,29.54613,52.58997,35.691534,51.321868
SYZ,Iran,MHD,Iran,29.54613,52.58997,36.235207,59.640996
SYZ,Iran,DXB,United Arab Emirates,29.54613,52.58997,25.256557,55.366071
SYZ,Iran,IST,Turkiye,29.54613,52.58997,41.260278,28.741944
SYZ,Iran,MCT,Oman,29.54613,52.58997,23.600739,58.284042
SYZ,Iran,SHJ,United Arab Emirates,29.54613,52.58997,25.320873,55.52029
SYZ,Iran,KIH,Iran,29.54613,52.58997,26.532277,53.972085
SYZ,Iran,DOH,Qatar,29.54613,52.58997,25.260988,51.613594
SYZ,Iran,KWI,Kuwait,29.54613,52.58997,29.240116,47.971251
SYZ,Iran,BDH,Iran,29.54613,52.58997,26.529485,54.829146
SYZ,Iran,AWZ,Iran,29.54613,52.58997,31.342921,48.746682
SYZ,Iran,BND,Iran,29.54613,52.58997,27.21059,56.368384
SYZ,Iran,KER,Iran,29.54613,52.58997,30.258778,56.961921
SYZ,Iran,MRX,Iran,29.54613,52.58997,30.553822,49.149379
SYZ,Iran,TBZ,Iran,29.54613,52.58997,38.122849,46.244274
SYZ,Iran,SAW,Turkiye,29.54613,52.58997,40.904676,29.309188
SZB,Malaysia,PEN,Malaysia,3.130644,101.558078,5.292961,100.265173
SZB,Malaysia,XSP,Singapore,3.130644,101.558078,1.41769,103.871122
SZB,Malaysia,KBR,Malaysia,3.130644,101.558078,6.17057,102.290915
SZB,Malaysia,JHB,Malaysia,3.130644,101.558078,1.63668,103.667959
SZB,Malaysia,TGG,Malaysia,3.130644,101.558078,5.379951,103.104434
SZB,Malaysia,BKI,Malaysia,3.130644,101.558078,5.923961,116.050753
SZB,Malaysia,AOR,Malaysia,3.130644,101.558078,6.191186,100.396629
SZB,Malaysia,KCH,Malaysia,3.130644,101.558078,1.484167,110.340833
SZB,Malaysia,LGK,Malaysia,3.130644,101.558078,6.342174,99.731403
SZB,Malaysia,SIN,Singapore,3.130644,101.558078,1.361173,103.990201
SZB,Malaysia,CGK,Indonesia,3.130644,101.558078,-6.130643,106.655526
SZF,Turkiye,SAW,Turkiye,41.257381,36.555057,40.904676,29.309188
SZF,Turkiye,IST,Turkiye,41.257381,36.555057,41.260278,28.741944
SZF,Turkiye,ESB,Turkiye,41.257381,36.555057,40.114941,32.993145
SZF,Turkiye,ADB,Turkiye,41.257381,36.555057,38.294403,27.147594
SZF,Turkiye,AYT,Turkiye,41.257381,36.555057,36.899282,30.801349
SZF,Turkiye,BGW,Iraq,41.257381,36.555057,33.255879,44.232069
SZH,China,CSX,China,39.273056,112.691111,28.193336,113.214592
SZH,China,TSN,China,39.273056,112.691111,39.128273,117.355906
SZH,China,PVG,China,39.273056,112.691111,31.143333,121.805278
SZX,China,SHA,China,22.639444,113.810833,31.19779,121.333473
SZX,China,HGH,China,22.639444,113.810833,30.236934,120.432356
SZX,China,PEK,China,22.639444,113.810833,40.078538,116.587095
SZX,China,CKG,China,22.639444,113.810833,29.7192,106.641998
SZX,China,PKX,China,22.639444,113.810833,39.508611,116.410833
SZX,China,CTU,China,22.639444,113.810833,30.581134,103.956799
SZX,China,NKG,China,22.639444,113.810833,31.735737,118.86652
SZX,China,XIY,China,22.639444,113.810833,34.438416,108.760946
SZX,China,PVG,China,22.639444,113.810833,31.143333,121.805278
SZX,China,CGO,China,22.639444,113.810833,34.527519,113.840242
SZX,China,KMG,China,22.639444,113.810833,25.101944,102.929167
SZX,China,HAK,China,22.639444,113.810833,19.934877,110.45896
SZX,China,TFU,China,22.639444,113.810833,30.314195,104.44186
SZX,China,HFE,China,22.639444,113.810833,31.992778,116.973333
SZX,China,TNA,China,22.639444,113.810833,36.857689,117.206881
SZX,China,WUH,China,22.639444,113.810833,30.776789,114.217577
SZX,China,WUX,China,22.639444,113.810833,31.492889,120.424374
SZX,China,TSN,China,22.639444,113.810833,39.128273,117.355906
SZX,China,TAO,China,22.639444,113.810833,36.361944,120.088333
SZX,China,SHE,China,22.639444,113.810833,41.634992,123.485731
SZX,China,HRB,China,22.639444,113.810833,45.620854,126.23644
SZX,China,NGB,China,22.639444,113.810833,29.826696,121.462002
SZX,China,WNZ,China,22.639444,113.810833,27.91566,120.847381
SZX,China,SYX,China,22.639444,113.810833,18.305276,109.40888
SZX,China,KWE,China,22.639444,113.810833,26.544217,106.79598
SZX,China,KUL,Malaysia,22.639444,113.810833,2.744344,101.717259
SZX,China,TYN,China,22.639444,113.810833,37.754996,112.62585
SZX,China,LHW,China,22.639444,113.810833,36.509497,103.61756
SZX,China,ICN,Republic of Korea,22.639444,113.810833,37.458764,126.441961
SZX,China,BKK,Thailand,22.639444,113.810833,13.693062,100.752044
SZX,China,CZX,China,22.639444,113.810833,31.914116,119.779762
SZX,China,URC,China,22.639444,113.810833,43.90126,87.475148
SZX,China,CGQ,China,22.639444,113.810833,43.99611,125.68528
SZX,China,HAN,Viet Nam,22.639444,113.810833,21.214184,105.802827
SZX,China,NTG,China,22.639444,113.810833,32.072921,120.975605
SZX,China,SIN,Singapore,22.639444,113.810833,1.361173,103.990201
SZX,China,SJW,China,22.639444,113.810833,38.281868,114.692106
SZX,China,YTY,China,22.639444,113.810833,32.563057,119.720278
SZX,China,DLC,China,22.639444,113.810833,38.96102,121.539991
SZX,China,XUZ,China,22.639444,113.810833,34.055033,117.554758
SZX,China,TPE,Taiwan,22.639444,113.810833,25.075512,121.23248
SZX,China,YNT,China,22.639444,113.810833,37.657222,120.987222
SZX,China,LJG,China,22.639444,113.810833,26.679975,100.245768
SZX,China,SGN,Viet Nam,22.639444,113.810833,10.813045,106.662477
SZX,China,YIH,China,22.639444,113.810833,30.549934,111.478938
SZX,China,YIW,China,22.639444,113.810833,29.344562,120.028808
SZX,China,MIG,China,22.639444,113.810833,31.427633,104.747139
SZX,China,DMK,Thailand,22.639444,113.810833,13.9125,100.606667
SZX,China,NNY,China,22.639444,113.810833,32.9837,112.613056
SZX,China,XFN,China,22.639444,113.810833,32.150067,112.290691
SZX,China,YCU,China,22.639444,113.810833,35.114987,111.037051
SZX,China,HYN,China,22.639444,113.810833,28.562224,121.428614
SZX,China,INC,China,22.639444,113.810833,38.323031,106.388059
SZX,China,KHN,China,22.639444,113.810833,28.859902,115.907845
SZX,China,LYI,China,22.639444,113.810833,35.047477,118.407068
SZX,China,LZO,China,22.639444,113.810833,29.030556,105.46889
SZX,China,JHG,China,22.639444,113.810833,21.973422,100.766454
SZX,China,XNN,China,22.639444,113.810833,36.527506,102.043002
SZX,China,HIA,China,22.639444,113.810833,33.7875,119.12778
SZX,China,NAO,China,22.639444,113.810833,30.8,106.066667
SZX,China,PNH,Cambodia,22.639444,113.810833,11.552193,104.846174
SZX,China,HLD,China,22.639444,113.810833,49.209906,119.818129
SZX,China,YBP,China,22.639444,113.810833,28.801665,104.551835
SZX,China,YIC,China,22.639444,113.810833,27.803333,114.308056
SZX,China,YNZ,China,22.639444,113.810833,33.431217,120.204406
SZX,China,CIH,China,22.639444,113.810833,36.245881,113.121585
SZX,China,JIU,China,22.639444,113.810833,29.7,115.966667
SZX,China,LZH,China,22.639444,113.810833,24.206155,109.398427
SZX,China,SHS,China,22.639444,113.810833,30.321995,112.2781
SZX,China,WHA,China,22.639444,113.810833,31.097724,118.65323
SZX,China,IQN,China,22.639444,113.810833,35.8001,107.6044
SZX,China,XIC,China,22.639444,113.810833,27.981922,102.187645
SZX,China,WMT,China,22.639444,113.810833,27.96222,106.435
SZX,China,DZH,China,22.639444,113.810833,31.048611,107.435556
SZX,China,BKI,Malaysia,22.639444,113.810833,5.923961,116.050753
SZX,China,CGD,China,22.639444,113.810833,28.924467,111.638863
SZX,China,CGK,Indonesia,22.639444,113.810833,-6.130643,106.655526
SZX,China,NGO,Japan,22.639444,113.810833,34.858333,136.805278
SZX,China,DOY,China,22.639444,113.810833,37.518333,118.787778
SZX,China,DPS,Indonesia,22.639444,113.810833,-8.748056,115.1675
SZX,China,ENH,China,22.639444,113.810833,30.321934,109.482012
SZX,China,FOC,China,22.639444,113.810833,25.931231,119.66923
SZX,China,HET,China,22.639444,113.810833,40.854712,111.814157
SZX,China,HKT,Thailand,22.639444,113.810833,8.107619,98.306436
SZX,China,HSN,China,22.639444,113.810833,29.935258,122.356914
SZX,China,HZG,China,22.639444,113.810833,33.063443,107.008446
SZX,China,JDZ,China,22.639444,113.810833,29.335489,117.17879
SZX,China,JNG,China,22.639444,113.810833,35.646944,116.742222
SZX,China,JUZ,China,22.639444,113.810833,28.966667,118.833333
SZX,China,KIX,Japan,22.639444,113.810833,34.43533,135.243977
SZX,China,LYA,China,22.639444,113.810833,34.736361,112.385406
SZX,China,HND,Japan,22.639444,113.810833,35.553476,139.781206
SZX,China,LYG,China,22.639444,113.810833,34.565938,118.876986
SZX,China,DLU,China,22.639444,113.810833,25.65135,100.323158
SZX,China,NNG,China,22.639444,113.810833,22.61321,108.167501
SZX,China,NRT,Japan,22.639444,113.810833,35.773213,140.387443
SZX,China,SQD,China,22.639444,113.810833,28.379722,117.964167
SZX,China,BAV,China,22.639444,113.810833,40.563442,109.998495
SZX,China,TXN,China,22.639444,113.810833,29.731388,118.254197
SZX,China,HZA,China,22.639444,113.810833,35.212222,115.731944
SZX,China,XZM,Macao,22.639444,113.810833,22.197075,113.558911
SZX,China,WDS,China,22.639444,113.810833,32.589946,110.906355
SZX,China,DXB,United Arab Emirates,22.639444,113.810833,25.256557,55.366071
SZX,China,WXN,China,22.639444,113.810833,30.8017,108.433
SZX,China,LNL,China,22.639444,113.810833,33.7898,105.788395
SZX,China,WSK,China,22.639444,113.810833,31.068889,109.709167
SZX,China,WUS,China,22.639444,113.810833,27.701284,118.000604
SZX,China,MNL,Philippines,22.639444,113.810833,14.511205,121.019208
SZX,China,UYN,China,22.639444,113.810833,38.361466,109.596181
SZX,China,WGN,China,22.639444,113.810833,26.802,110.642
SZX,China,ACX,China,22.639444,113.810833,25.085556,104.959444
SZX,China,BZX,China,22.639444,113.810833,31.738056,106.643889
SZX,China,GYS,China,22.639444,113.810833,32.390572,105.695681
SZX,China,JGS,China,22.639444,113.810833,26.856899,114.737
SZX,China,JUH,China,22.639444,113.810833,30.766115,117.735677
SZX,China,CIF,China,22.639444,113.810833,42.154523,118.833173
SZX,China,EHU,China,22.639444,113.810833,30.3427,115.0297
SZX,China,ZAT,China,22.639444,113.810833,27.316667,103.8
SZX,China,AKA,China,22.639444,113.810833,32.7091,108.936
SZX,China,DSN,China,22.639444,113.810833,39.496721,109.860527
SZX,China,TLV,Israel,22.639444,113.810833,32.000454,34.870741
SZX,China,AQG,China,22.639444,113.810833,30.5825,117.0509
SZX,China,ENY,China,22.639444,113.810833,36.479722,109.463889
SZX,China,LZY,China,22.639444,113.810833,29.309076,94.335883
SZX,China,PEN,Malaysia,22.639444,113.810833,5.292961,100.265173
SZX,China,HCJ,China,22.639444,113.810833,24.783889,107.699722
SZX,China,BHY,China,22.639444,113.810833,21.5431,109.288702
SZX,China,CJU,Republic of Korea,22.639444,113.810833,33.506698,126.493119
SZX,China,LFQ,China,22.639444,113.810833,36.043525,111.494936
SZX,China,FUG,China,22.639444,113.810833,32.866667,115.7
SZX,China,HJJ,China,22.639444,113.810833,27.441389,109.699722
SZX,China,LPF,China,22.639444,113.810833,26.605949,104.971351
SZX,China,XAI,China,22.639444,113.810833,32.540556,114.078889
SZX,China,RIZ,China,22.639444,113.810833,35.400771,119.317278
SZX,China,KHG,China,22.639444,113.810833,39.53689,76.010387
SZX,China,RUH,Saudi Arabia,22.639444,113.810833,24.959289,46.702876
SZX,China,WNH,China,22.639444,113.810833,23.566683,104.330926
SZX,China,CSX,China,22.639444,113.810833,28.193336,113.214592
SZX,China,KHH,Taiwan,22.639444,113.810833,22.5725,120.345278
SZX,China,CTS,Japan,22.639444,113.810833,42.787281,141.681341
SZX,China,YLX,China,22.639444,113.810833,22.438056,110.120833
SZX,China,IKA,Iran,22.639444,113.810833,35.408632,51.1548
SZX,China,DNH,China,22.639444,113.810833,40.2,94.683333
TAC,Philippines,MNL,Philippines,11.22684,125.025916,14.511205,121.019208
TAC,Philippines,CEB,Philippines,11.22684,125.025916,10.313333,123.982778
TAC,Philippines,ILO,Philippines,11.22684,125.025916,10.833034,122.493366
TAC,Philippines,DVO,Philippines,11.22684,125.025916,7.130696,125.644698
TAE,Republic of Korea,CJU,Republic of Korea,35.899254,128.637874,33.506698,126.493119
TAE,Republic of Korea,KIX,Japan,35.899254,128.637874,34.43533,135.243977
TAE,Republic of Korea,BKK,Thailand,35.899254,128.637874,13.693062,100.752044
TAE,Republic of Korea,CEB,Philippines,35.899254,128.637874,10.313333,123.982778
TAE,Republic of Korea,DAD,Viet Nam,35.899254,128.637874,16.053339,108.202753
TAE,Republic of Korea,FUK,Japan,35.899254,128.637874,33.584286,130.443891
TAE,Republic of Korea,ICN,Republic of Korea,35.899254,128.637874,37.458764,126.441961
TAE,Republic of Korea,NRT,Japan,35.899254,128.637874,35.773213,140.387443
TAE,Republic of Korea,PVG,China,35.899254,128.637874,31.143333,121.805278
TAE,Republic of Korea,TPE,Taiwan,35.899254,128.637874,25.075512,121.23248
TAE,Republic of Korea,DYG,China,35.899254,128.637874,29.10712,110.445685
TAE,Republic of Korea,CXR,Viet Nam,35.899254,128.637874,12.006816,109.21695
TAE,Republic of Korea,YNJ,China,35.899254,128.637874,42.885662,129.439369
TAE,Republic of Korea,HKG,Hong Kong SAR,35.899254,128.637874,22.315248,113.93649
TAE,Republic of Korea,UBN,Mongolia,35.899254,128.637874,47.646944,106.819722
TAE,Republic of Korea,TXN,China,35.899254,128.637874,29.731388,118.254197
TAG,Philippines,MNL,Philippines,9.574353,123.770949,14.511205,121.019208
TAG,Philippines,ICN,Republic of Korea,9.574353,123.770949,37.458764,126.441961
TAG,Philippines,PUS,Republic of Korea,9.574353,123.770949,35.179319,128.948728
TAG,Philippines,DVO,Philippines,9.574353,123.770949,7.130696,125.644698
TAG,Philippines,ENI,Philippines,9.574353,123.770949,11.203469,119.413979
TAG,Philippines,CRK,Philippines,9.574353,123.770949,15.187696,120.549789
TAK,Japan,HND,Japan,34.219017,134.018252,35.553476,139.781206
TAK,Japan,NRT,Japan,34.219017,134.018252,35.773213,140.387443
TAK,Japan,ICN,Republic of Korea,34.219017,134.018252,37.458764,126.441961
TAK,Japan,OKA,Japan,34.219017,134.018252,26.204954,127.645842
TAK,Japan,HKG,Hong Kong SAR,34.219017,134.018252,22.315248,113.93649
TAK,Japan,TPE,Taiwan,34.219017,134.018252,25.075512,121.23248
TAK,Japan,PVG,China,34.219017,134.018252,31.143333,121.805278
TAO,China,CAN,China,36.361944,120.088333,23.387862,113.29734
TAO,China,ICN,Republic of Korea,36.361944,120.088333,37.458764,126.441961
TAO,China,WUH,China,36.361944,120.088333,30.776789,114.217577
TAO,China,SHE,China,36.361944,120.088333,41.634992,123.485731
TAO,China,XIY,China,36.361944,120.088333,34.438416,108.760946
TAO,China,HRB,China,36.361944,120.088333,45.620854,126.23644
TAO,China,SHA,China,36.361944,120.088333,31.19779,121.333473
TAO,China,CGQ,China,36.361944,120.088333,43.99611,125.68528
TAO,China,CKG,China,36.361944,120.088333,29.7192,106.641998
TAO,China,HGH,China,36.361944,120.088333,30.236934,120.432356
TAO,China,PVG,China,36.361944,120.088333,31.143333,121.805278
TAO,China,CSX,China,36.361944,120.088333,28.193336,113.214592
TAO,China,TFU,China,36.361944,120.088333,30.314195,104.44186
TAO,China,SZX,China,36.361944,120.088333,22.639444,113.810833
TAO,China,DLC,China,36.361944,120.088333,38.96102,121.539991
TAO,China,KHN,China,36.361944,120.088333,28.859902,115.907845
TAO,China,PEK,China,36.361944,120.088333,40.078538,116.587095
TAO,China,NGB,China,36.361944,120.088333,29.826696,121.462002
TAO,China,CTU,China,36.361944,120.088333,30.581134,103.956799
TAO,China,KMG,China,36.361944,120.088333,25.101944,102.929167
TAO,China,HFE,China,36.361944,120.088333,31.992778,116.973333
TAO,China,XMN,China,36.361944,120.088333,24.543064,118.134178
TAO,China,FOC,China,36.361944,120.088333,25.931231,119.66923
TAO,China,TYN,China,36.361944,120.088333,37.754996,112.62585
TAO,China,KWE,China,36.361944,120.088333,26.544217,106.79598
TAO,China,KIX,Japan,36.361944,120.088333,34.43533,135.243977
TAO,China,HET,China,36.361944,120.088333,40.854712,111.814157
TAO,China,NKG,China,36.361944,120.088333,31.735737,118.86652
TAO,China,WNZ,China,36.361944,120.088333,27.91566,120.847381
TAO,China,YNJ,China,36.361944,120.088333,42.885662,129.439369
TAO,China,LHW,China,36.361944,120.088333,36.509497,103.61756
TAO,China,HKG,Hong Kong SAR,36.361944,120.088333,22.315248,113.93649
TAO,China,INC,China,36.361944,120.088333,38.323031,106.388059
TAO,China,JMU,China,36.361944,120.088333,46.845396,130.455408
TAO,China,URC,China,36.361944,120.088333,43.90126,87.475148
TAO,China,WUX,China,36.361944,120.088333,31.492889,120.424374
TAO,China,HSN,China,36.361944,120.088333,29.935258,122.356914
TAO,China,CGO,China,36.361944,120.088333,34.527519,113.840242
TAO,China,CZX,China,36.361944,120.088333,31.914116,119.779762
TAO,China,DQA,China,36.361944,120.088333,46.746985,125.133991
TAO,China,HYN,China,36.361944,120.088333,28.562224,121.428614
TAO,China,YIH,China,36.361944,120.088333,30.549934,111.478938
TAO,China,KWL,China,36.361944,120.088333,25.217585,110.046839
TAO,China,DZH,China,36.361944,120.088333,31.048611,107.435556
TAO,China,DSN,China,36.361944,120.088333,39.496721,109.860527
TAO,China,BAV,China,36.361944,120.088333,40.563442,109.998495
TAO,China,LJG,China,36.361944,120.088333,26.679975,100.245768
TAO,China,UYN,China,36.361944,120.088333,38.361466,109.596181
TAO,China,HAK,China,36.361944,120.088333,19.934877,110.45896
TAO,China,SWA,China,36.361944,120.088333,23.54944,116.510277
TAO,China,BKK,Thailand,36.361944,120.088333,13.693062,100.752044
TAO,China,JXA,China,36.361944,120.088333,45.306082,130.996745
TAO,China,MDG,China,36.361944,120.088333,44.534943,129.58384
TAO,China,NGO,Japan,36.361944,120.088333,34.858333,136.805278
TAO,China,NNG,China,36.361944,120.088333,22.61321,108.167501
TAO,China,PUS,Republic of Korea,36.361944,120.088333,35.179319,128.948728
TAO,China,SQD,China,36.361944,120.088333,28.379722,117.964167
TAO,China,WUS,China,36.361944,120.088333,27.701284,118.000604
TAO,China,CIF,China,36.361944,120.088333,42.154523,118.833173
TAO,China,HND,Japan,36.361944,120.088333,35.553476,139.781206
TAO,China,NDG,China,36.361944,120.088333,47.316667,123.916667
TAO,China,DXB,United Arab Emirates,36.361944,120.088333,25.256557,55.366071
TAO,China,SIN,Singapore,36.361944,120.088333,1.361173,103.990201
TAO,China,MFM,Macau SAR,36.361944,120.088333,22.156587,113.57285
TAO,China,WMT,China,36.361944,120.088333,27.96222,106.435
TAO,China,SQJ,China,36.361944,120.088333,26.425812,117.838929
TAO,China,DAT,China,36.361944,120.088333,40.05554,113.481362
TAO,China,TXN,China,36.361944,120.088333,29.731388,118.254197
TAO,China,HNY,China,36.361944,120.088333,26.723889,112.618333
TAO,China,JJN,China,36.361944,120.088333,24.802809,118.587293
TAO,China,CDE,China,36.361944,120.088333,41.123079,118.07135
TAO,China,TPE,Taiwan,36.361944,120.088333,25.075512,121.23248
TAO,China,XFN,China,36.361944,120.088333,32.150067,112.290691
TAO,China,YCU,China,36.361944,120.088333,35.114987,111.037051
TAO,China,KUL,Malaysia,36.361944,120.088333,2.744344,101.717259
TAO,China,CJU,Republic of Korea,36.361944,120.088333,33.506698,126.493119
TAO,China,BZX,China,36.361944,120.088333,31.738056,106.643889
TAO,China,FUG,China,36.361944,120.088333,32.866667,115.7
TAO,China,JNG,China,36.361944,120.088333,35.646944,116.742222
TAO,China,HLD,China,36.361944,120.088333,49.209906,119.818129
TAO,China,YIW,China,36.361944,120.088333,29.344562,120.028808
TAO,China,AQG,China,36.361944,120.088333,30.5825,117.0509
TAO,China,DYG,China,36.361944,120.088333,29.10712,110.445685
TAO,China,NRT,Japan,36.361944,120.088333,35.773213,140.387443
TAO,China,YBP,China,36.361944,120.088333,28.801665,104.551835
TAO,China,MIG,China,36.361944,120.088333,31.427633,104.747139
TAO,China,TNH,China,36.361944,120.088333,42.253889,125.703889
TAO,China,KTM,Nepal,36.361944,120.088333,27.699906,85.35657
TAO,China,SHF,China,36.361944,120.088333,44.244171,85.894731
TAO,China,JDZ,China,36.361944,120.088333,29.335489,117.17879
TAO,China,XNN,China,36.361944,120.088333,36.527506,102.043002
TAS,Uzbekistan,IST,Turkiye,41.257893,69.281204,41.260278,28.741944
TAS,Uzbekistan,ALA,Kazakhstan,41.257893,69.281204,43.35136,77.037091
TAS,Uzbekistan,DXB,United Arab Emirates,41.257893,69.281204,25.256557,55.366071
TAS,Uzbekistan,UGC,Uzbekistan,41.257893,69.281204,41.584834,60.633029
TAS,Uzbekistan,TMJ,Uzbekistan,41.257893,69.281204,37.280501,67.318954
TAS,Uzbekistan,JED,Saudi Arabia,41.257893,69.281204,21.670232,39.150579
TAS,Uzbekistan,DEL,India,41.257893,69.281204,28.556162,77.099958
TAS,Uzbekistan,NCU,Uzbekistan,41.257893,69.281204,42.483333,59.633333
TAS,Uzbekistan,ICN,Republic of Korea,41.257893,69.281204,37.458764,126.441961
TAS,Uzbekistan,NQZ,Kazakhstan,41.257893,69.281204,51.027811,71.461199
TAS,Uzbekistan,FRU,Kyrgyzstan,41.257893,69.281204,43.053581,74.469449
TAS,Uzbekistan,FEG,Uzbekistan,41.257893,69.281204,40.350278,71.733611
TAS,Uzbekistan,BHK,Uzbekistan,41.257893,69.281204,39.760369,64.474792
TAS,Uzbekistan,GYD,Azerbaijan,41.257893,69.281204,40.462487,50.05039
TAS,Uzbekistan,AUH,United Arab Emirates,41.257893,69.281204,24.426912,54.645974
TAS,Uzbekistan,DYU,Tajikistan,41.257893,69.281204,38.54894,68.817287
TAS,Uzbekistan,KSQ,Uzbekistan,41.257893,69.281204,38.8111,65.7739
TAS,Uzbekistan,NMA,Uzbekistan,41.257893,69.281204,40.983333,71.6
TAS,Uzbekistan,SHJ,United Arab Emirates,41.257893,69.281204,25.320873,55.52029
TAS,Uzbekistan,SKD,Uzbekistan,41.257893,69.281204,39.696217,66.990854
TAS,Uzbekistan,NVI,Uzbekistan,41.257893,69.281204,40.115,65.159167
TAS,Uzbekistan,PKX,China,41.257893,69.281204,39.508611,116.410833
TAS,Uzbekistan,URC,China,41.257893,69.281204,43.90126,87.475148
